,episode,url,start_timestamp,start,end,question,context
54,Episode 14,https://www.youtube.com/watch?v=ZDdqgarzEDw,16:15,975,0,Should I treat my pension like the bond portion of my retirement portfolio?,
55,Episode 15,https://www.youtube.com/watch?v=f-gsImCPmeE,2:19,139,440,Stablecoins,
56,Episode 15,https://www.youtube.com/watch?v=f-gsImCPmeE,7:20,440,724,Saving for a down payment,
57,Episode 15,https://www.youtube.com/watch?v=f-gsImCPmeE,12:04,724,1053,What to do with an IPO windfall,
58,Episode 15,https://www.youtube.com/watch?v=f-gsImCPmeE,17:33,1053,0,529 drawdown strategies,
59,Episode 16,https://www.youtube.com/watch?v=yOZAWqLiIUs,3:10,190,502,Market sell off,
60,Episode 16,https://www.youtube.com/watch?v=yOZAWqLiIUs,8:22,502,800,Taxes on Crypto,
61,Episode 16,https://www.youtube.com/watch?v=yOZAWqLiIUs,13:20,800,950," Tax efficient strategies for withdrawing from 401k, Roth, IRA",
62,Episode 16,https://www.youtube.com/watch?v=yOZAWqLiIUs,15:50,950,0,Should I add season ticket income to tax filing?,
63,Episode 17,https://www.youtube.com/watch?v=z9nC-PnjSWA,0:47,47,347,Will demographics lead to reduced asset buying?,
64,Episode 17,https://www.youtube.com/watch?v=z9nC-PnjSWA,5:47,347,817,Lessons on investing.,
65,Episode 17,https://www.youtube.com/watch?v=z9nC-PnjSWA,13:37,817,870,Starting your own blog.,
66,Episode 17,https://www.youtube.com/watch?v=z9nC-PnjSWA,14:30,870,0,Advice on writing to an older audience.,
67,Episode 18,https://www.youtube.com/watch?v=Kt2gdPVckHg,2:16,136,422,Inflation and gas prices during a recession.,
68,Episode 18,https://www.youtube.com/watch?v=Kt2gdPVckHg,7:02,422,669,Profits during this year's massive selloff and where is the money going?,
69,Episode 18,https://www.youtube.com/watch?v=Kt2gdPVckHg,11:09,669,987,Using SBLOC for down payment if you don't want to sell stocks.,
70,Episode 18,https://www.youtube.com/watch?v=Kt2gdPVckHg,16:27,987,0,What to do with $2 million dollars in the new economy.,
71,Episode 19,https://www.youtube.com/watch?v=J7ol78hO6Is,3:42,222,443,Preparing for the recession.,
72,Episode 19,https://www.youtube.com/watch?v=J7ol78hO6Is,7:23,443,720,Can down markets be good for early and regular retirees?,
73,Episode 19,https://www.youtube.com/watch?v=J7ol78hO6Is,12:00,720,1135,Tax strategy.,
74,Episode 19,https://www.youtube.com/watch?v=J7ol78hO6Is,18:55,1135,0,Tax loss harvesting.,
75,Episode 20,https://www.youtube.com/watch?v=Qz8gNJSoi0s,2:31,151,555,Is there any way to prep for stagflation? Any actionable ideas?,
76,Episode 20,https://www.youtube.com/watch?v=Qz8gNJSoi0s,9:15,555,842,Finding a balance between spiderweb accounts vs one checking account.,
77,Episode 20,https://www.youtube.com/watch?v=Qz8gNJSoi0s,14:02,842,1167,Establishing a living trust.,
78,Episode 20,https://www.youtube.com/watch?v=Qz8gNJSoi0s,19:27,1167,0,Insight on Donor Advised Funds.,
79,Episode 21,https://www.youtube.com/watch?v=iNAXVsWNj70,5:05,305,613,What percent of a first time home buyer's net worth should be put down in that first real estate purchase?,
80,Episode 21,https://www.youtube.com/watch?v=iNAXVsWNj70,10:13,613,932,Where to lump sum invest cash.,
81,Episode 21,https://www.youtube.com/watch?v=iNAXVsWNj70,15:32,932,1238,How would you direct young / beginner investors to start learning about tax law?,
82,Episode 21,https://www.youtube.com/watch?v=iNAXVsWNj70,20:38,1238,0,How can I maximize the tax efficiency of UTMA accounts?,
83,Episode 22,https://www.youtube.com/watch?v=OYxhrPdZdog,1:58,118,210,How does the fed raising interest rates fights off inflation?,
84,Episode 22,https://www.youtube.com/watch?v=OYxhrPdZdog,3:30,210,316,What particular sectors/names do you find most compelling for a young investor with a 35 40 year time horizon?,
85,Episode 22,https://www.youtube.com/watch?v=OYxhrPdZdog,5:16,316,618,What will bring more value in the long run for a child?,
86,Episode 22,https://www.youtube.com/watch?v=OYxhrPdZdog,10:18,618,717,Would you recommend focusing on paying off my student loans first? Or should I begin building my portfolio?,
87,Episode 22,https://www.youtube.com/watch?v=OYxhrPdZdog,11:57,717,805,Paying off a mortgage.,
88,Episode 22,https://www.youtube.com/watch?v=OYxhrPdZdog,13:25,805,879,What happens when the Fed raises rates?,
89,Episode 22,https://www.youtube.com/watch?v=OYxhrPdZdog,14:39,879,1039," I’m 44 and have a net worth of around $425K. Would have more if TWTR didn’t crash, I didn’t sell any   I own 5,550 shares at @ $29.83 cost basis. What do you think about where I am? ",
90,Episode 22,https://www.youtube.com/watch?v=OYxhrPdZdog,17:19,1039,1275," What are some good questions to ask when selecting a financial advisor, especially as a young person?",
91,Episode 22,https://www.youtube.com/watch?v=OYxhrPdZdog,21:15,1275,0,"  At interest rates so low, should I instead take a loan, finance the house and invest my capital in the stock market?",
92,Episode 23,https://www.youtube.com/watch?v=Jm86Kqi8LHk,2:58,178,521,What is the best way to start investing in bonds?,
93,Episode 23,https://www.youtube.com/watch?v=Jm86Kqi8LHk,8:41,521,763,How to be more okay with spending.,
94,Episode 23,https://www.youtube.com/watch?v=Jm86Kqi8LHk,12:43,763,969,When is a big ticket expense feasible?,
95,Episode 23,https://www.youtube.com/watch?v=Jm86Kqi8LHk,16:09,969,1231,Vanguard target retirement funds.,
96,Episode 23,https://www.youtube.com/watch?v=Jm86Kqi8LHk,20:31,1231,0,How to Invest for the long term but gamble in the short term.,
97,Episode 24,https://www.youtube.com/watch?v=geQkS3cacrs,1:48,108,622,What to do with a lump sum of cash.,
98,Episode 24,https://www.youtube.com/watch?v=geQkS3cacrs,10:22,622,898,Should you panic about yield curve inversion?,
99,Episode 24,https://www.youtube.com/watch?v=geQkS3cacrs,14:58,898,1096,The right amount of risk for IRA accounts.,
100,Episode 24,https://www.youtube.com/watch?v=geQkS3cacrs,18:16,1096,0,Averaging down on losing stocks,
101,Episode 25,https://www.youtube.com/watch?v=j6aGivL8SPM,1:10,70,385,Investing and saving vs paying off student loan debt.,
102,Episode 25,https://www.youtube.com/watch?v=j6aGivL8SPM,6:25,385,730,Long term time horizon and buying slowly into innovation names.,
103,Episode 25,https://www.youtube.com/watch?v=j6aGivL8SPM,12:10,730,995,How does one accumulate gains while dollar cost averaging?,
104,Episode 25,https://www.youtube.com/watch?v=j6aGivL8SPM,16:35,995,1224,Do you have any advice for someone who has a large sum to invest right now?,
105,Episode 25,https://www.youtube.com/watch?v=j6aGivL8SPM,20:24,1224,0,Why does the stock market go up over the long term?,
106,Episode 26,https://www.youtube.com/watch?v=dt0i_0pyM7U,2:48,168,484,Individual Stocks,
107,Episode 26,https://www.youtube.com/watch?v=dt0i_0pyM7U,8:04,484,703,Rental Properties,
108,Episode 26,https://www.youtube.com/watch?v=dt0i_0pyM7U,11:43,703,944,Portfolio Weighting,
109,Episode 26,https://www.youtube.com/watch?v=dt0i_0pyM7U,15:44,944,1210,401K Contributions,
110,Episode 26,https://www.youtube.com/watch?v=dt0i_0pyM7U,20:10,1210,0,DCA vs. Lump Sum,
111,Episode 27,https://www.youtube.com/watch?v=_e3bnExOcOg,2:49,169,298,Am I overthinking my portfolio allocation?,
112,Episode 27,https://www.youtube.com/watch?v=_e3bnExOcOg,4:58,298,572,4% rule for retirement withdrawals.,
113,Episode 27,https://www.youtube.com/watch?v=_e3bnExOcOg,9:32,572,862,Can recessions become self fulfilling?,
114,Episode 27,https://www.youtube.com/watch?v=_e3bnExOcOg,14:22,862,1193," Explaining ""soft landing"" and ""hard landing"" in market terms.",
115,Episode 27,https://www.youtube.com/watch?v=_e3bnExOcOg,19:53,1193,0,What advice would you give young investors experiencing a bear market?,
116,Episode 28,https://www.youtube.com/watch?v=ck3UVRHqEHE,2:58,178,531,Are ETF's/Index Funds safer compared to individual stocks?,
117,Episode 28,https://www.youtube.com/watch?v=ck3UVRHqEHE,8:51,531,861,The data against crypto being an inflation hedge has been mounting for over a year now. Can we finally put the argument to bed and call it a myth?,
118,Episode 28,https://www.youtube.com/watch?v=ck3UVRHqEHE,14:21,861,1141,Could you please explain how capital gains affects your AGI and taxable income?,
119,Episode 28,https://www.youtube.com/watch?v=ck3UVRHqEHE,19:01,1141,1361,How does an individual investor get more money into their IRA accounts if they've already made their contribution for the year?,
120,Episode 28,https://www.youtube.com/watch?v=ck3UVRHqEHE,22:41,1361,0,Direct indexing and its benefits versus passive indexing in a taxable account.,
121,Episode 29,https://www.youtube.com/watch?v=xgFDuOfhKv8,1:52,112,441,Is there a case for going into cash and then lump summing into a bottom that you would be comfortable with?,
122,Episode 29,https://www.youtube.com/watch?v=xgFDuOfhKv8,7:21,441,682," Does it makes sense to hedge a portfolio of index funds for downside protection, because a market crash can wipe out years of investing returns?",
123,Episode 29,https://www.youtube.com/watch?v=xgFDuOfhKv8,11:22,682,892,Trying to figure out how to be opportunistic in a bear market.,
124,Episode 29,https://www.youtube.com/watch?v=xgFDuOfhKv8,14:52,892,1304,What would you do with the $1.2 million dollars in savings?,
125,Episode 29,https://www.youtube.com/watch?v=xgFDuOfhKv8,21:44,1304,0,Explaining composite rates.,
126,Episode 30,https://www.youtube.com/watch?v=bqwNo4jZZNw,2:28,148,467,Do you have any tips on writing?,
127,Episode 30,https://www.youtube.com/watch?v=bqwNo4jZZNw,7:47,467,846,How should my life outlook impact my “retirement” investing choices?,
128,Episode 30,https://www.youtube.com/watch?v=bqwNo4jZZNw,14:06,846,1126," If my portfolio declines as it has over the past 6 months, am I still getting the benefits of compounding?",
129,Episode 30,https://www.youtube.com/watch?v=bqwNo4jZZNw,18:46,1126,1423,Should I just go 40/60 or 30/70?,
130,Episode 30,https://www.youtube.com/watch?v=bqwNo4jZZNw,23:43,1423,0,Stock purchase plans.,
131,Episode 31,https://www.youtube.com/watch?v=hRBGV_UM9Bs,1:09,69,433,Helping dad with his finances.,
132,Episode 31,https://www.youtube.com/watch?v=hRBGV_UM9Bs,7:13,433,726,How to invest in an HSA.,
133,Episode 31,https://www.youtube.com/watch?v=hRBGV_UM9Bs,12:06,726,1073,When to lower international exposure.,
134,Episode 31,https://www.youtube.com/watch?v=hRBGV_UM9Bs,17:53,1073,1433,Benefits of REITs vs directly owning real estate rentals.,
135,Episode 31,https://www.youtube.com/watch?v=hRBGV_UM9Bs,23:53,1433,0,Mega backdoor Roths.,
136,Episode 32,https://www.youtube.com/watch?v=gQ8P6RLheXY,5:43,343,572,Hedging the price of your home.,
137,Episode 32,https://www.youtube.com/watch?v=gQ8P6RLheXY,9:32,572,809,De risking your portfolio.,
138,Episode 32,https://www.youtube.com/watch?v=gQ8P6RLheXY,13:29,809,1056,The New Zealand housing market.,
139,Episode 32,https://www.youtube.com/watch?v=gQ8P6RLheXY,17:36,1056,1392,investing in international stocks.,
140,Episode 32,https://www.youtube.com/watch?v=gQ8P6RLheXY,23:12,1392,0,Bear market allocations.,
141,Episode 33,https://www.youtube.com/watch?v=B_vGqvu8OAc,4:43,283,484,Paying down debt.,
142,Episode 33,https://www.youtube.com/watch?v=B_vGqvu8OAc,8:04,484,865,Bond allocations.,
143,Episode 33,https://www.youtube.com/watch?v=B_vGqvu8OAc,14:25,865,1097,Saving for a move.,
144,Episode 33,https://www.youtube.com/watch?v=B_vGqvu8OAc,18:17,1097,1484,Tough 401K situations.,
145,Episode 33,https://www.youtube.com/watch?v=B_vGqvu8OAc,24:44:00,1484,0,Managing a HELOC.,
146,Episode 34,https://www.youtube.com/watch?v=9yOXhm75ImM,4:59,299,524,Good credit card to get for a family.,
147,Episode 34,https://www.youtube.com/watch?v=9yOXhm75ImM,8:44,524,748,Credit cards that don't charge a balance transfer fee.,
148,Episode 34,https://www.youtube.com/watch?v=9yOXhm75ImM,12:28,748,1210,Are there any good travel card signups/rewards today?,
149,Episode 34,https://www.youtube.com/watch?v=9yOXhm75ImM,20:10,1210,1535,Airline rewards cards.,
150,Episode 34,https://www.youtube.com/watch?v=9yOXhm75ImM,25:35:00,1535,1730,Has inflation hit credit card rewards points?,
151,Episode 34,https://www.youtube.com/watch?v=9yOXhm75ImM,28:50:00,1730,2305,How many credit cards is too many?,
152,Episode 34,https://www.youtube.com/watch?v=9yOXhm75ImM,38:25:00,2305,0,Other options than Chase Sapphire reserve card.,
153,Episode 35,https://www.youtube.com/watch?v=RWU-0BqRcFM,4:24,264,587,What to Buy in a Bear Market,
154,Episode 35,https://www.youtube.com/watch?v=RWU-0BqRcFM,9:47,587,833,Investing vs Paying Off 401(k) Loan,
155,Episode 35,https://www.youtube.com/watch?v=RWU-0BqRcFM,13:53,833,1082,Capital Loss Deductions,
156,Episode 35,https://www.youtube.com/watch?v=RWU-0BqRcFM,18:02,1082,1410,Robo Advisors vs Target Date Funds,
157,Episode 35,https://www.youtube.com/watch?v=RWU-0BqRcFM,23:30,1410,0,Converting to Roth in a Downturn,
158,Episode 36,https://www.youtube.com/watch?v=AyjgVnK4qfo,4:15,255,600,Planning for a home purchase.,
159,Episode 36,https://www.youtube.com/watch?v=AyjgVnK4qfo,10:00,600,880,When to ditch your 401(k) match.,
160,Episode 36,https://www.youtube.com/watch?v=AyjgVnK4qfo,14:40,880,1152,The 4% rule.,
161,Episode 36,https://www.youtube.com/watch?v=AyjgVnK4qfo,19:12,1152,1425,Bond and equity allocations.,
162,Episode 36,https://www.youtube.com/watch?v=AyjgVnK4qfo,23:45,1425,0,Fidelity allocations.,
163,Episode 37,https://www.youtube.com/watch?v=qOhupkR89aw,3:43,223,539,Buy the dip or invest in my home?,
164,Episode 37,https://www.youtube.com/watch?v=qOhupkR89aw,8:59,539,829,Is wealth destroyed or allocated?,
165,Episode 37,https://www.youtube.com/watch?v=qOhupkR89aw,13:49,829,1141,Changing risk tolerance.,
166,Episode 37,https://www.youtube.com/watch?v=qOhupkR89aw,19:01,1141,1485,Unexpected wedding gifts.,
167,Episode 37,https://www.youtube.com/watch?v=qOhupkR89aw,24:45:00,1485,0,What value does a financial advisor provide?,
168,Episode 38,https://www.youtube.com/watch?v=KHWYU_oJlzw,3:09,189,456,Real estate vs. bonds vs. stocks.,
169,Episode 38,https://www.youtube.com/watch?v=KHWYU_oJlzw,7:36,456,798,When to take profits.,
170,Episode 38,https://www.youtube.com/watch?v=KHWYU_oJlzw,13:18,798,1072,Lump sum investments into an index fund.,
171,Episode 38,https://www.youtube.com/watch?v=KHWYU_oJlzw,17:52,1072,1365,Transferring IRA balance.,
172,Episode 38,https://www.youtube.com/watch?v=KHWYU_oJlzw,22:45,1365,0,Backdoor roth conversions.,
173,Episode 39,https://www.youtube.com/watch?v=DWitVoWQ5hA,5:00,300,594,Savings rates.,
174,Episode 39,https://www.youtube.com/watch?v=DWitVoWQ5hA,9:54,594,820,When a bear market is technically over.,
175,Episode 39,https://www.youtube.com/watch?v=DWitVoWQ5hA,13:40,820,1125,Big losses.,
176,Episode 39,https://www.youtube.com/watch?v=DWitVoWQ5hA,18:45,1125,1465,Reducing taxable income.,
177,Episode 39,https://www.youtube.com/watch?v=DWitVoWQ5hA,24:25:00,1465,0,Moving tax brackets.,
178,Episode 40,https://www.youtube.com/watch?v=lmuRSF5ULbY,3:08,188,458,Investing a lump sum.,
179,Episode 40,https://www.youtube.com/watch?v=lmuRSF5ULbY,7:38,458,614,Investing for dependents.,
180,Episode 40,https://www.youtube.com/watch?v=lmuRSF5ULbY,10:14,614,844,Dealing with low rate assets.,
181,Episode 40,https://www.youtube.com/watch?v=lmuRSF5ULbY,14:04,844,1252,Buying vs. renting.,
182,Episode 40,https://www.youtube.com/watch?v=lmuRSF5ULbY,20:52,1252,1541,Finding a new advisor.,
183,Episode 40,https://www.youtube.com/watch?v=lmuRSF5ULbY,25:41:00,1541,0,401k investing.,
184,Episode 41,https://www.youtube.com/watch?v=1ZBCrXCAfi0,2:57,177,429,Inflation linked bonds.,
185,Episode 41,https://www.youtube.com/watch?v=1ZBCrXCAfi0,7:09,429,663,Diversifying fixed income exposure.,
186,Episode 41,https://www.youtube.com/watch?v=1ZBCrXCAfi0,11:03,663,1080,Prospecting for younger clients as a financial advisor.,
187,Episode 41,https://www.youtube.com/watch?v=1ZBCrXCAfi0,18:00,1080,1387,Selling or HODLing.,
188,Episode 41,https://www.youtube.com/watch?v=1ZBCrXCAfi0,23:07,1387,0,Allocating to bonds as a young person.,
189,Episode 42,https://www.youtube.com/watch?v=E4lzOH0r4lE,4:28,268,548,Downgrading to one income.,
190,Episode 42,https://www.youtube.com/watch?v=E4lzOH0r4lE,9:08,548,778,Prepaying for college.,
191,Episode 42,https://www.youtube.com/watch?v=E4lzOH0r4lE,12:58,778,1249,Save or invest inherited money.,
192,Episode 42,https://www.youtube.com/watch?v=E4lzOH0r4lE,20:49,1249,1485,Investing during retirement.,
193,Episode 42,https://www.youtube.com/watch?v=E4lzOH0r4lE,24:45:00,1485,1716,optimizing unrealized capital losses.,
194,Episode 42,https://www.youtube.com/watch?v=E4lzOH0r4lE,28:36:00,1716,0,Setting aside IRA contributions.,
195,Episode 43,https://www.youtube.com/watch?v=_0UTiPSc5F8,2:21,141,433,Evolution of savings rates,
196,Episode 43,https://www.youtube.com/watch?v=_0UTiPSc5F8,7:13,433,626,Savings accounts vs short term bonds,
197,Episode 43,https://www.youtube.com/watch?v=_0UTiPSc5F8,10:26,626,927,Rethinking a retirement plan,
198,Episode 43,https://www.youtube.com/watch?v=_0UTiPSc5F8,15:27,927,1213,Restricted stock units,
199,Episode 43,https://www.youtube.com/watch?v=_0UTiPSc5F8,20:13,1213,1634,Exercising startup shares,
200,Episode 43,https://www.youtube.com/watch?v=_0UTiPSc5F8,27:14:00,1634,0,Maxing out I savings bonds,
201,Episode 44,https://www.youtube.com/watch?v=eGB6HXtMZ7A,3:31,211,495,Living in high cost areas.,
202,Episode 44,https://www.youtube.com/watch?v=eGB6HXtMZ7A,8:15,495,736,low cost indexing vs paying for an advisor,
203,Episode 44,https://www.youtube.com/watch?v=eGB6HXtMZ7A,12:16,736,1087,Conned out of money,
204,Episode 44,https://www.youtube.com/watch?v=eGB6HXtMZ7A,18:07,1087,1336,Selling land,
205,Episode 44,https://www.youtube.com/watch?v=eGB6HXtMZ7A,22:16,1336,0,Paying down debt vs saving for an emergency,
206,Episode 45,https://www.youtube.com/watch?v=6y1qi9mpkgs,4:44,284,584,Leasing vs Buying,
207,Episode 45,https://www.youtube.com/watch?v=6y1qi9mpkgs,9:44,584,915,Mortgage Free Strategy,
208,Episode 45,https://www.youtube.com/watch?v=6y1qi9mpkgs,15:15,915,1138," Writing covered calls seems too easy, what am I missing?",
209,Episode 45,https://www.youtube.com/watch?v=6y1qi9mpkgs,18:58,1138,1313,Should set up a trust or estate?,
210,Episode 45,https://www.youtube.com/watch?v=6y1qi9mpkgs,21:53,1313,0,Is is time to take control of my IRA?,
211,Episode 46,https://www.youtube.com/watch?v=j5RNh_ruZOM,6:18,378,702,TIPS ETFs,
212,Episode 46,https://www.youtube.com/watch?v=j5RNh_ruZOM,11:42,702,970,Buying a mortgage,
213,Episode 46,https://www.youtube.com/watch?v=j5RNh_ruZOM,16:10,970,1237,Putting the fed funds rate on the blockchain,
214,Episode 46,https://www.youtube.com/watch?v=j5RNh_ruZOM,20:37,1237,1569,Pension tax planning,
215,Episode 46,https://www.youtube.com/watch?v=j5RNh_ruZOM,26:09:00,1569,1844,building an emergency fund,
216,Episode 46,https://www.youtube.com/watch?v=j5RNh_ruZOM,30:44:00,1844,0,Backdoor Roth,
217,Episode 47,https://www.youtube.com/watch?v=1FkMUZPLtzw,2:34,154,435,Timing the bond market,
218,Episode 47,https://www.youtube.com/watch?v=1FkMUZPLtzw,7:15,435,612," I'm new to finance, what do I do with this $400k?",
219,Episode 47,https://www.youtube.com/watch?v=1FkMUZPLtzw,10:12,612,920,Michael's pitch for muni bonds,
220,Episode 47,https://www.youtube.com/watch?v=1FkMUZPLtzw,15:20,920,1212,Bear markets and uncertainty,
221,Episode 47,https://www.youtube.com/watch?v=1FkMUZPLtzw,20:12,1212,1398," My company is getting acquired, what should I do?",
222,Episode 47,https://www.youtube.com/watch?v=1FkMUZPLtzw,23:18,1398,0,Buying a home in this environment,
223,Episode 48,https://www.youtube.com/watch?v=wzcByRsP7VE,4:55,295,735,The worst case for the stock market,
224,Episode 48,https://www.youtube.com/watch?v=wzcByRsP7VE,12:15,735,970,Replacing bonds with dividend stocks in your 60/40 portfolio,
225,Episode 48,https://www.youtube.com/watch?v=wzcByRsP7VE,16:10,970,1257,Buying your first house,
226,Episode 48,https://www.youtube.com/watch?v=wzcByRsP7VE,20:57,1257,1663,FAFSA and paying for college,
